vin,event,charge_mode,duration_minutes,soc,end_soc,odo,end_odo
-2.47174e+18,trip,0,64.65,53.3,47.8,11333.99952,11366.01645
-2.47174e+18,charge,DC Charging,54.33,47.8,80.8,11366.01645,11366.01645
-2.47174e+18,trip,0,32.25,80.8,77.5,11366.01645,11383.36054
-2.47174e+18,trip,0,32.07,77.5,71.5,11383.36054,11407.45876
-2.47174e+18,charge,DC Charging,43.2,71.5,99.9,11407.45876,11407.45876
-2.47174e+18,trip,0,66.98,99.9,91.9,11407.45876,11454.81462
-2.47174e+18,trip,0,82.39,91.9,82.1,11454.81462,11513.55487
-2.47174e+18,trip,0,82.1,82.1,81.3,11513.55487,11526.74365
-2.47174e+18,trip,0,44.42,81.3,77.5,11526.74365,11550.65407
-2.47174e+18,charge,120,309.65,77.5,86.0,11550.65407,11550.65407
-2.47174e+18,trip,0,58.26,86.0,82.1,11550.65407,11576.85471
-2.47174e+18,trip,0,35.2,82.1,79.3,11576.85471,11595.19083
-2.47174e+18,charge,120,328.82,79.3,90.7,11595.19083,11595.19083
-2.47174e+18,trip,0,75.66,90.7,79.7,11595.19083,11641.71432
-2.47174e+18,trip,0,38.68,79.7,76.4,11641.71432,11666.71065
-2.47174e+18,trip,0,24.19,76.4,74.8,11666.71065,11680.80968
-2.47174e+18,trip,0,84.07,74.8,64.1,11680.80968,11738.99507
-2.47174e+18,trip,0,108.74,64.1,49.3,11738.99507,11817.697
-2.47174e+18,charge,DC Charging,66.44,49.3,82.0,11817.697,11817.697
-2.47174e+18,trip,0,190.43,82.0,79.6,11817.697,11845.13574
-2.47174e+18,trip,0,32.85,79.6,77.1,11845.13574,11862.76929
-2.47174e+18,trip,0,23.99,77.1,74.8,11862.76929,11875.7273
-2.47174e+18,trip,0,138.2,74.8,57.4,11875.7273,11961.57916
-2.47174e+18,charge,120,82.83,57.4,59.2,11961.57916,11961.57916
-2.47174e+18,trip,0,34.64,59.2,57.5,11961.57916,11979.11966
-2.47174e+18,trip,0,67.01,57.5,53.9,11979.11966,12003.04757
-2.47174e+18,charge,120,131.98,53.9,57.5,12003.04757,12003.04757
-2.47174e+18,trip,0,171.11,57.5,37.4,12003.04757,12105.78343
-2.47174e+18,charge,DC Charging,51.47,37.4,68.2,12105.78343,12105.78343
-2.47174e+18,trip,0,27.6,68.2,66.2,12105.78343,12125.02951
-2.47174e+18,charge,120,48.59,66.2,71.1,12125.02951,12125.02951
-2.47174e+18,trip,0,17.29,71.1,70.5,12125.02951,12136.21044
-2.47174e+18,trip,0,17.54,70.5,69.7,12136.21044,12146.63765
-2.47174e+18,charge,240,79.18,69.7,78.0,12146.63765,12146.63765
-2.47174e+18,trip,0,273.4,78.0,58.2,12146.63765,12272.04518
-2.47174e+18,trip,0,28.42,58.2,56.6,12272.04518,12284.96977
-2.47174e+18,trip,0,32.51,56.6,53.7,12284.96977,12303.87524
-2.47174e+18,charge,120,125.93,53.7,60.4,12303.87524,12303.87524
-2.47174e+18,trip,0,356.37,60.4,54.1,12303.87524,12370.17442
-2.47174e+18,charge,DC Charging,59.51,54.1,85.0,12370.17442,12370.17442
-2.47174e+18,trip,0,140.86,85.0,62.7,12370.17442,12479.91011
-2.47174e+18,trip,0,41.09,62.7,59.1,12479.91011,12501.68961
-2.47174e+18,charge,120,348.73,59.1,65.1,12501.68961,12501.68961
-2.47174e+18,trip,0,55.55,65.1,60.2,12501.68961,12530.44607
-2.47174e+18,trip,0,23.31,60.2,58.3,12530.44607,12543.42176
-2.47174e+18,trip,0,38.03,58.3,54.3,12543.42176,12568.35078
-2.47174e+18,trip,0,23.26,54.3,52.2,12568.35078,12583.78575
-2.47174e+18,trip,0,32.09,52.2,50.0,12583.78575,12602.41679
-2.47174e+18,trip,0,22.73,50.0,48.5,12602.41679,12615.11286
-2.47174e+18,trip,0,67.4,48.5,41.0,12615.11286,12661.27966
-2.47174e+18,trip,0,39.06,41.0,39.6,12661.27966,12682.35327
-2.47174e+18,charge,120,871.04,39.6,53.3,12682.35327,12682.35327
-2.47174e+18,trip,0,104.31,53.3,42.2,12682.35327,12745.20091
-2.47174e+18,trip,0,39.92,42.2,39.8,12745.20091,12762.92876
-2.47174e+18,trip,0,19.82,39.8,38.5,12762.92876,12775.57666
-2.47174e+18,charge,240,57.56,38.5,50.5,12775.57666,12775.57666
-2.47174e+18,trip,0,20.92,50.5,49.4,12775.57666,12788.47639
-2.47174e+18,trip,0,29.53,49.4,47.5,12788.47639,12802.91148
-2.47174e+18,trip,0,21.76,47.5,45.9,12802.91148,12815.21723
-2.47174e+18,charge,240,63.99,45.9,55.4,12815.21723,12815.21723
-2.47174e+18,trip,0,37.48,55.4,52.4,12815.21723,12834.25926
-2.47174e+18,trip,0,48.08,52.4,48.2,12834.25926,12854.88224
-2.47174e+18,trip,0,78.43,48.2,37.3,12854.88224,12910.27207
-2.47174e+18,trip,0,22.0,37.3,35.9,12910.27207,12921.15853
-2.47174e+18,trip,0,19.3,35.9,35.0,12921.15853,12933.30856
-2.47174e+18,charge,240,67.98,35.0,45.9,12933.30856,12933.30856
-2.47174e+18,trip,0,98.3,45.9,31.5,12933.30856,13003.37525
-2.47174e+18,trip,0,41.74,31.5,27.2,13003.37525,13030.52657
-2.47174e+18,trip,0,69.5,27.2,13.8,13030.52657,13087.35472
-2.47174e+18,charge,DC Charging,46.94,13.8,32.2,13087.35472,13087.35472
-2.47174e+18,trip,0,47.38,32.2,27.4,13087.35472,13117.66241
-2.47174e+18,trip,0,168.0,27.4,24.6,13117.66241,13149.7103
-2.47174e+18,charge,DC Charging,83.11,24.6,53.4,13149.7103,13149.7103
-2.47174e+18,charge,DC Charging,101.55,53.4,73.8,13149.7103,13149.7103
-2.47174e+18,trip,0,85.97,73.8,70.4,13149.7103,13182.23871
-2.47174e+18,trip,0,32.33,70.4,68.2,13182.23871,13198.52135
-2.47174e+18,charge,240,67.74,68.2,78.2,13198.52135,13198.52135
-2.47174e+18,trip,0,32.38,78.2,73.7,13198.52135,13220.09957
-2.47174e+18,trip,0,400.06,73.7,70.0,13220.09957,13282.68048
-2.47174e+18,trip,0,300.13,70.0,60.5,13282.68048,13324.12267
-2.47174e+18,trip,0,55.03,60.5,55.5,13324.12267,13360.62021
-2.47174e+18,trip,0,55.99,55.5,51.0,13360.62021,13386.64496
-2.47174e+18,charge,240,91.67,51.0,56.5,13386.64496,13386.64496
-2.47174e+18,trip,0,42.6,56.5,52.7,13386.64496,13411.2617
-2.47174e+18,trip,0,61.92,52.7,47.5,13411.2617,13437.93869
-2.47174e+18,trip,0,26.86,47.5,45.2,13437.93869,13454.07709
-2.47174e+18,charge,240,93.7,45.2,56.6,13454.07709,13454.07709
-2.47174e+18,trip,120,548.4,56.6,53.4,13454.07709,13515.48478
-2.47174e+18,trip,0,26.65,53.4,49.0,13515.48478,13533.93023
-2.47174e+18,charge,DC Charging,38.02,49.0,78.4,13533.93023,13533.93023
-2.47174e+18,trip,0,23.89,78.4,76.7,13533.93023,13547.46163
-2.47174e+18,trip,0,25.49,76.7,74.9,13547.46163,13561.88096
-2.47174e+18,trip,0,32.01,74.9,72.5,13561.88096,13580.06645
-2.47174e+18,trip,0,70.89,72.5,66.2,13580.06645,13616.12842
-2.47174e+18,trip,0,29.7,66.2,63.7,13616.12842,13632.2715
-2.47174e+18,trip,0,31.06,63.7,62.0,13632.2715,13646.84022
-2.47174e+18,trip,0,74.21,62.0,53.3,13646.84022,13697.6615
-2.47174e+18,trip,0,131.58,53.3,35.7,13697.6615,13786.5668
-2.47174e+18,charge,120,158.75,35.7,41.7,13786.5668,13786.5668
-2.47174e+18,trip,0,104.4,41.7,27.3,13786.5668,13845.79996
-2.47174e+18,trip,0,25.12,27.3,25.0,13845.79996,13861.31411
-2.47174e+18,charge,DC Charging,74.05,25.0,47.8,13861.31411,13861.31411
-2.47174e+18,charge,DC Charging,49.97,47.8,81.8,13861.31411,13861.31411
-2.47174e+18,trip,0,42.26,81.8,77.0,13861.31411,13890.00581
-2.47174e+18,charge,120,464.64,77.0,81.7,13890.00581,13890.00581
-2.47174e+18,trip,0,182.55,81.7,62.4,13890.00581,13999.61834
-2.47174e+18,charge,120,546.1,62.4,73.9,13999.61834,13999.61834
-2.47174e+18,trip,0,69.39,73.9,68.1,13999.61834,14039.07823
-2.47174e+18,trip,0,21.07,68.1,66.3,14039.07823,14050.43139
-2.47174e+18,trip,0,89.42,66.3,51.8,14050.43139,14122.5986
-2.47174e+18,charge,DC Charging,62.55,51.8,76.0,14122.5986,14122.5986
-2.47174e+18,trip,0,209.2,76.0,48.0,14122.5986,14268.03277
-2.47174e+18,trip,0,74.97,48.0,38.1,14268.03277,14308.10375
-2.47174e+18,trip,0,45.12,38.1,34.2,14308.10375,14333.61222
-2.47174e+18,charge,240,59.4,34.2,49.5,14333.61222,14333.61222
-2.47174e+18,charge,240,34.18,49.5,63.0,14333.61222,14333.61222
-2.47174e+18,trip,0,30.13,63.0,59.7,14333.61222,14352.53909
-2.47174e+18,trip,0,76.13,59.7,50.0,14352.53909,14402.01929
-2.47174e+18,trip,0,18.62,50.0,49.3,14402.01929,14412.89433
-2.47174e+18,trip,0,38.09,49.3,47.3,14412.89433,14427.7511
-2.47174e+18,trip,0,55.74,47.3,43.3,14427.7511,14456.65554
-2.47174e+18,charge,DC Charging,54.58,43.3,61.2,14456.65554,14456.65554
-2.47174e+18,trip,0,28.5,61.2,58.9,14456.65554,14471.10953
-2.47174e+18,charge,120,222.49,58.9,65.1,14471.10953,14471.10953
-2.47174e+18,charge,120,148.93,65.1,70.2,14471.10953,14471.10953
-2.47174e+18,trip,0,24.98,70.2,68.6,14471.10953,14485.20305
-2.47174e+18,trip,0,62.86,68.6,61.8,14485.20305,14527.42029
-2.47174e+18,trip,0,52.01,61.8,57.5,14527.42029,14557.27473
-2.47174e+18,trip,0,47.13,57.5,56.3,14557.27473,14575.70946
-2.47174e+18,trip,0,20.19,56.3,55.2,14575.70946,14587.01988
-2.47174e+18,trip,0,24.08,55.2,54.1,14587.01988,14599.5458
-2.47174e+18,trip,0,65.46,54.1,48.9,14599.5458,14632.66844
-2.47174e+18,charge,120,399.95,48.9,60.0,14632.66844,14632.66844
-2.47174e+18,trip,0,86.33,60.0,50.9,14632.66844,14684.81301
-2.47174e+18,trip,0,44.89,50.9,46.1,14684.81301,14710.7568
-2.47174e+18,trip,0,43.31,46.1,44.3,14710.7568,14730.94675
-2.47174e+18,trip,0,29.22,44.3,41.8,14730.94675,14747.07971
-2.47174e+18,trip,0,19.07,41.8,40.9,14747.07971,14759.09779
-2.47174e+18,charge,120,70.14,40.9,45.0,14759.09779,14759.09779
-2.47174e+18,trip,0,99.83,45.0,34.5,14759.09779,14814.24387
-2.47174e+18,trip,0,30.48,34.5,32.0,14814.24387,14831.3778
-2.47174e+18,trip,0,49.76,32.0,24.3,14831.3778,14868.69232
-2.47174e+18,charge,DC Charging,54.48,24.3,48.7,14868.69232,14868.69232
-2.47174e+18,trip,0,42.53,48.7,46.0,14868.69232,14893.65113
-2.47174e+18,charge,120,90.33,46.0,49.1,14893.65113,14893.65113
-2.47174e+18,trip,0,39.93,49.1,46.4,14893.65113,14911.90413
-2.47174e+18,charge,120,391.03,46.4,57.9,14911.90413,14911.90413
-2.47174e+18,trip,0,18.14,57.9,57.1,14911.90413,14922.42034
-2.47174e+18,charge,240,59.95,57.1,70.5,14922.42034,14922.42034
-2.47174e+18,trip,0,39.0,70.5,67.2,14922.42034,14947.31913
-2.47174e+18,trip,0,20.69,67.2,65.3,14947.31913,14959.58443
-2.47174e+18,trip,0,122.37,65.3,47.5,14959.58443,15049.32517
-2.47174e+18,trip,0,54.94,47.5,42.5,15049.32517,15081.4652
-2.47174e+18,trip,0,42.27,42.5,39.1,15081.4652,15105.13238
-2.47174e+18,charge,120,206.14,39.1,49.0,15105.13238,15105.13238
-2.47174e+18,trip,0,61.13,49.0,44.3,15105.13238,15134.61727
-2.47174e+18,charge,120,167.53,44.3,49.6,15134.61727,15134.61727
-2.47174e+18,trip,0,27.28,49.6,48.5,15134.61727,15149.21632
-2.47174e+18,trip,0,151.45,48.5,28.7,15149.21632,15247.60851
-2.47174e+18,charge,DC Charging,47.43,28.7,58.4,15247.60851,15247.60851
-2.47174e+18,trip,0,89.84,58.4,44.8,15247.60851,15313.6307
-2.47174e+18,trip,0,68.19,44.8,36.5,15313.6307,15354.42674
-2.47174e+18,charge,DC Charging,49.69,36.5,60.2,15354.42674,15354.42674
-2.47174e+18,charge,DC Charging,54.84,60.2,88.8,15354.42674,15354.42674
-2.47174e+18,trip,0,171.83,88.8,66.5,15354.42674,15475.41612
-2.47174e+18,trip,0,50.32,66.5,63.2,15475.41612,15499.31317
-2.47174e+18,charge,120,79.03,63.2,64.7,15499.31317,15499.31317
-2.47174e+18,trip,0,23.87,64.7,62.9,15499.31317,15512.02809
-2.47174e+18,trip,0,22.69,62.9,63.8,15512.02809,15519.96276
-2.47174e+18,trip,0,133.47,63.8,47.1,15519.96276,15606.87843
-2.47174e+18,charge,120,285.71,47.1,54.7,15606.87843,15606.87843
-2.47174e+18,trip,0,105.37,54.7,41.5,15606.87843,15675.5106
-2.47174e+18,trip,0,40.67,41.5,37.7,15675.5106,15694.82413
-2.47174e+18,trip,0,70.62,37.7,33.7,15694.82413,15719.55136
-2.47174e+18,trip,0,129.23,33.7,19.8,15719.55136,15793.29113
-2.47174e+18,charge,120,898.52,19.8,34.3,15793.29113,15793.29113
-2.47174e+18,trip,0,155.01,34.3,24.9,15793.29113,15854.25665
-2.47174e+18,charge,DC Charging,51.85,24.9,46.8,15854.25665,15854.25665
-2.47174e+18,trip,0,24.66,46.8,44.5,15854.25665,15867.37207
-2.47174e+18,trip,0,21.92,44.5,43.5,15867.37207,15879.10979
-2.47174e+18,charge,120,225.7,43.5,48.9,15879.10979,15879.10979
-2.47174e+18,trip,0,35.26,48.9,47.1,15879.10979,15898.93586
-2.47174e+18,trip,0,45.3,47.1,42.9,15898.93586,15920.86699
-2.47174e+18,charge,120,130.73,42.9,49.7,15920.86699,15920.86699
-2.47174e+18,trip,0,41.72,49.7,45.4,15920.86699,15944.48803
-2.47174e+18,trip,0,20.08,45.4,44.2,15944.48803,15954.40021
-2.47174e+18,trip,0,17.94,44.2,43.0,15954.40021,15966.87917
-2.47174e+18,charge,DC Charging,43.92,43.0,70.2,15966.87917,15966.87917
-2.47174e+18,trip,0,23.24,70.2,69.7,15966.87917,15976.96709
-2.47174e+18,trip,0,17.58,69.7,69.0,15976.96709,15985.55427
-2.47174e+18,trip,0,17.39,69.0,68.3,15985.55427,15995.64701
-2.47174e+18,charge,120,40.15,68.3,70.9,15995.64701,15995.64701
-2.47174e+18,trip,0,22.55,70.9,69.9,15995.64701,16009.15142
-2.47174e+18,trip,0,93.43,69.9,62.6,16009.15142,16046.72173
-2.47174e+18,trip,0,65.11,62.6,57.8,16046.72173,16076.35048
-2.47174e+18,charge,120,173.97,57.8,60.1,16076.35048,16076.35048
-2.47174e+18,trip,0,95.7,60.1,48.2,16076.35048,16132.97703
-2.47174e+18,charge,120,84.98,48.2,50.0,16132.97703,16132.97703
-2.47174e+18,trip,0,58.53,50.0,43.7,16132.97703,16165.3612
-2.47174e+18,trip,0,23.74,43.7,42.3,16165.3612,16178.84112
-2.47174e+18,trip,0,25.48,42.3,40.5,16178.84112,16192.76506
-2.47174e+18,trip,0,220.72,40.5,30.4,16192.76506,16256.69808
-2.47174e+18,charge,DC Charging,57.85,30.4,48.6,16256.69808,16256.69808
-2.47174e+18,trip,0,41.76,48.6,44.2,16256.69808,16284.72326
-2.47174e+18,trip,0,19.4,44.2,43.3,16284.72326,16295.64842
-2.47174e+18,trip,0,39.22,43.3,39.7,16295.64842,16318.32028
-2.47174e+18,trip,0,53.8,39.7,35.3,16318.32028,16349.92776
-2.47174e+18,charge,120,43.29,35.3,50.4,16349.92776,16349.92776
-2.47174e+18,trip,0,65.57,50.4,42.6,16349.92776,16387.10329
-2.47174e+18,trip,0,105.03,42.6,29.6,16387.10329,16454.45031
-2.47174e+18,charge,120,346.82,29.6,40.0,16454.45031,16454.45031
-2.47174e+18,trip,0,39.94,40.0,36.2,16454.45031,16475.66475
-2.47174e+18,trip,0,60.22,36.2,31.4,16475.66475,16505.69715
-2.47174e+18,trip,0,27.51,31.4,28.8,16505.69715,16521.49886
-2.47174e+18,trip,0,58.58,28.8,21.7,16521.49886,16563.70253
-2.47174e+18,trip,0,23.64,21.7,19.7,16563.70253,16576.00923
-2.47174e+18,trip,0,35.44,19.7,13.3,16576.00923,16604.71599
-2.47174e+18,charge,DC Charging,39.13,13.3,47.7,16604.71599,16604.71599
-2.47174e+18,trip,0,31.74,47.7,44.6,16604.71599,16627.62039
-2.47174e+18,charge,DC Charging,70.93,44.6,75.5,16627.62039,16627.62039
-2.47174e+18,trip,0,163.76,75.5,70.6,16627.62039,16666.43789
-2.47174e+18,trip,0,164.53,70.6,53.8,16666.43789,16750.18661
-2.47174e+18,trip,0,32.14,53.8,52.6,16750.18661,16764.04559
-2.47174e+18,charge,240,72.72,52.6,60.0,16764.04559,16764.04559
-2.47174e+18,charge,240,102.99,60.0,64.9,16764.04559,16764.04559
-2.47174e+18,trip,0,25.28,64.9,63.7,16764.04559,16774.7103
-2.47174e+18,trip,0,41.96,63.7,59.2,16774.7103,16797.58399
-2.47174e+18,trip,0,58.65,59.2,54.8,16797.58399,16827.63827
-2.47174e+18,charge,120,124.64,54.8,60.1,16827.63827,16827.63827
-2.47174e+18,trip,0,93.79,60.1,46.7,16827.63827,16891.42831
-2.47174e+18,trip,0,40.99,46.7,42.8,16891.42831,16915.81947
-2.47174e+18,trip,0,20.84,42.8,41.8,16915.81947,16927.41323
-2.47174e+18,trip,0,18.28,41.8,41.1,16927.41323,16937.78161
-2.47174e+18,trip,0,35.45,41.1,37.9,16937.78161,16956.94006
-2.47174e+18,trip,0,146.67,37.9,20.3,16956.94006,17059.83646
-2.47174e+18,trip,0,65.2,20.3,14.0,17059.83646,17097.11849
-2.47174e+18,trip,0,23.27,14.0,10.9,17097.11849,17114.31616
-2.47174e+18,charge,DC Charging,43.92,10.9,40.3,17114.31616,17114.31616
-2.47174e+18,trip,0,31.56,40.3,38.1,17114.31616,17133.58602
-2.47174e+18,trip,0,47.2,38.1,33.6,17133.58602,17161.31315
-2.47174e+18,trip,0,31.28,33.6,34.5,17161.31315,17169.33861
-2.47174e+18,trip,0,23.6,34.5,32.9,17169.33861,17183.16577
-2.47174e+18,trip,0,18.82,32.9,31.9,17183.16577,17192.87706
-2.47174e+18,trip,0,54.4,31.9,26.6,17192.87706,17227.49724
-2.47174e+18,charge,120,159.33,26.6,35.1,17227.49724,17227.49724
-2.47174e+18,trip,0,20.58,35.1,33.1,17227.49724,17239.53046
-2.47174e+18,charge,DC Charging,43.95,33.1,67.3,17239.53046,17239.53046
-2.47174e+18,trip,0,51.78,67.3,62.4,17239.53046,17274.67607
-2.47174e+18,charge,240,60.03,62.4,79.6,17274.67607,17274.67607
-2.47174e+18,trip,0,72.41,79.6,70.3,17274.67607,17323.86827
-2.47174e+18,trip,0,122.8,70.3,56.3,17323.86827,17402.03253
-2.47174e+18,trip,0,54.37,56.3,53.8,17402.03253,17425.37953
-2.47174e+18,trip,0,30.24,53.8,51.6,17425.37953,17441.50843
-2.47174e+18,trip,0,48.55,51.6,47.6,17441.50843,17470.03697
-2.47174e+18,trip,0,34.54,47.6,46.7,17470.03697,17484.81336
-2.47174e+18,trip,0,19.03,46.7,45.9,17484.81336,17495.17541
-2.47174e+18,trip,0,23.46,45.9,44.4,17495.17541,17506.94346
-2.47174e+18,trip,0,91.48,44.4,31.9,17506.94346,17570.45155
-2.47174e+18,charge,DC Charging,44.85,31.9,65.8,17570.45155,17570.45155
-2.47174e+18,trip,0,85.35,65.8,49.6,17570.45155,17640.59216
-2.47174e+18,charge,240,62.33,49.6,57.5,17640.59216,17640.59216
-2.47174e+18,trip,0,42.12,57.5,53.5,17640.59216,17664.44048
-2.47174e+18,charge,120,250.13,53.5,61.4,17664.44048,17664.44048
-2.47174e+18,trip,0,61.91,61.4,57.3,17664.44048,17690.6865
-2.47174e+18,charge,120,149.68,57.3,61.8,17690.6865,17690.6865
-2.47174e+18,trip,0,31.57,61.8,59.6,17690.6865,17707.61506
-2.47174e+18,trip,0,21.11,59.6,58.6,17707.61506,17720.22144
-2.47174e+18,charge,240,82.33,58.6,65.3,17720.22144,17720.22144
-2.47174e+18,trip,0,39.57,65.3,61.3,17720.22144,17743.56853
-2.47174e+18,trip,0,37.69,61.3,57.5,17743.56853,17763.55482
-2.47174e+18,charge,120,284.36,57.5,62.9,17763.55482,17763.55482
-2.47174e+18,trip,0,32.01,62.9,61.0,17763.55482,17779.87968
-2.47174e+18,trip,0,20.37,61.0,59.7,17779.87968,17790.96214
-2.47174e+18,trip,0,17.29,59.7,58.8,17790.96214,17799.67942
-2.47174e+18,trip,0,18.59,58.8,58.1,17799.67942,17810.8513
-2.47174e+18,charge,240,75.16,58.1,65.3,17810.8513,17810.8513
-2.47174e+18,trip,0,96.49,65.3,52.4,17810.8513,17876.1635
-2.47174e+18,trip,0,90.88,52.4,42.6,17876.1635,17930.66993
-2.47174e+18,trip,0,33.71,42.6,40.1,17930.66993,17947.97011
-2.47174e+18,trip,0,31.47,40.1,38.2,17947.97011,17964.12461
-2.47174e+18,charge,120,532.49,38.2,51.6,17964.12461,17964.12461
-2.47174e+18,trip,0,59.65,51.6,48.2,17964.12461,17994.74536
-2.47174e+18,trip,0,37.33,48.2,45.8,17994.74536,18014.08551
-2.47174e+18,charge,DC Charging,60.79,45.8,66.7,18014.08551,18014.08551
-2.47174e+18,trip,0,33.77,66.7,64.1,18014.08551,18031.95614
-2.47174e+18,charge,120,208.94,64.1,70.5,18031.95614,18031.95614
-2.47174e+18,trip,0,34.03,70.5,68.3,18031.95614,18050.95987
-2.47174e+18,trip,0,149.91,68.3,51.6,18050.95987,18139.23463
-2.47174e+18,trip,0,37.28,51.6,48.1,18139.23463,18160.51223
-2.47174e+18,trip,0,146.0,48.1,31.2,18160.51223,18249.46063
-2.47174e+18,charge,DC Charging,42.35,31.2,62.2,18249.46063,18249.46063
-2.47174e+18,trip,0,55.35,62.2,55.1,18249.46063,18288.71648
-2.47174e+18,trip,0,32.85,55.1,51.3,18288.71648,18307.54096
-2.47174e+18,charge,120,187.88,51.3,57.9,18307.54096,18307.54096
-2.47174e+18,trip,0,57.42,57.9,54.6,18307.54096,18331.09521
-2.47174e+18,trip,0,38.48,54.6,51.7,18331.09521,18350.88357
-2.47174e+18,trip,0,78.4,51.7,43.5,18350.88357,18392.30311
-2.47174e+18,charge,120,73.68,43.5,50.2,18392.30311,18392.30311
-2.47174e+18,trip,0,22.07,50.2,49.1,18392.30311,18404.83337
-2.47174e+18,trip,0,20.73,49.1,48.1,18404.83337,18416.36574
-2.47174e+18,charge,240,84.07,48.1,59.0,18416.36574,18416.36574
-2.47174e+18,charge,120,98.99,59.0,60.7,18416.36574,18416.36574
-2.47174e+18,trip,0,47.94,60.7,55.8,18416.36574,18445.22785
-2.47174e+18,trip,0,53.12,55.8,50.3,18445.22785,18478.1469
-2.47174e+18,charge,240,144.9,50.3,58.0,18478.1469,18478.1469
-2.47174e+18,trip,0,27.38,58.0,57.1,18478.1469,18492.30731
-2.47174e+18,charge,120,103.12,57.1,59.5,18492.30731,18492.30731
-2.47174e+18,trip,0,150.37,59.5,36.6,18492.30731,18600.50144
-2.47174e+18,trip,0,68.11,36.6,34.2,18600.50144,18626.53133
-2.47174e+18,charge,120,500.68,34.2,46.3,18626.53133,18626.53133
-2.47174e+18,trip,0,66.89,46.3,40.7,18626.53133,18665.97263
-2.47174e+18,trip,0,31.31,40.7,39.1,18665.97263,18679.59452
-2.47174e+18,charge,DC Charging,63.71,39.1,57.6,18679.59452,18679.59452
-2.47174e+18,trip,0,49.67,57.6,54.9,18679.59452,18705.67911
-2.47174e+18,trip,0,22.85,54.9,52.9,18705.67911,18719.6388
-2.47174e+18,trip,0,128.46,52.9,34.2,18719.6388,18814.98426
-2.47174e+18,trip,0,98.04,34.2,19.1,18814.98426,18895.30778
-2.47174e+18,charge,DC Charging,57.9,19.1,52.2,18895.30778,18895.30778
-2.47174e+18,trip,0,90.72,52.2,40.8,18895.30778,18955.01675
-2.47174e+18,trip,0,165.54,40.8,17.6,18955.01675,19082.47269
-2.47174e+18,charge,120,102.27,17.6,24.5,19082.47269,19082.47269
-2.47174e+18,trip,0,43.42,24.5,20.9,19082.47269,19106.31973
-2.47174e+18,trip,0,42.88,20.9,18.0,19106.31973,19132.18834
-2.47174e+18,trip,0,102.45,18.0,8.2,19132.18834,19187.04853
-2.47174e+18,charge,120,347.62,8.2,12.6,19187.04853,19187.04853
-2.47174e+18,trip,0,51.57,12.6,8.4,19187.04853,19220.92388
-2.47174e+18,charge,DC Charging,64.73,8.4,32.1,19220.92388,19220.92388
-2.47174e+18,trip,0,43.59,32.1,30.0,19220.92388,19239.53289
-2.47174e+18,charge,DC Charging,49.41,30.0,47.5,19239.53289,19239.53289
-2.47174e+18,trip,0,30.08,47.5,46.4,19239.53289,19255.44677
-2.47174e+18,charge,DC Charging,68.12,46.4,78.4,19255.44677,19255.44677
-2.47174e+18,trip,0,91.91,78.4,70.0,19255.44677,19297.65366
-2.47174e+18,trip,0,34.49,70.0,65.4,19297.65366,19318.26804
-2.47174e+18,charge,120,76.43,65.4,70.6,19318.26804,19318.26804
-2.47174e+18,trip,0,136.72,70.6,48.4,19318.26804,19418.53556
-2.47174e+18,trip,0,26.45,48.4,45.7,19418.53556,19433.48952
-2.47174e+18,trip,0,45.1,45.7,43.7,19433.48952,19455.81382
-2.47174e+18,charge,120,244.18,43.7,50.9,19455.81382,19455.81382
-2.47174e+18,trip,0,19.63,50.9,49.8,19455.81382,19468.05299
-2.47174e+18,trip,0,30.87,49.8,47.4,19468.05299,19486.46338
-2.47174e+18,trip,0,66.75,47.4,37.9,19486.46338,19537.62233
-2.47174e+18,trip,0,91.37,37.9,29.1,19537.62233,19584.0344
-2.47174e+18,trip,0,27.58,29.1,26.7,19584.0344,19599.83853
-2.47174e+18,trip,0,60.38,26.7,25.9,19599.83853,19613.45839
-2.47174e+18,charge,120,130.16,25.9,33.9,19613.45839,19613.45839
-2.47174e+18,trip,0,30.85,33.9,30.7,19613.45839,19629.21338
-2.47174e+18,charge,120,206.22,30.7,38.1,19629.21338,19629.21338
-2.47174e+18,trip,0,63.07,38.1,33.2,19629.21338,19662.18271
-2.47174e+18,charge,DC Charging,53.88,33.2,49.4,19662.18271,19662.18271
-2.47174e+18,trip,0,31.53,49.4,46.8,19662.18271,19681.91617
-2.47174e+18,trip,0,39.95,46.8,43.1,19681.91617,19706.44794
-2.47174e+18,charge,120,81.7,43.1,48.6,19706.44794,19706.44794
-2.47174e+18,trip,0,80.55,48.6,43.3,19706.44794,19739.42325
-2.47174e+18,charge,120,255.74,43.3,46.6,19739.42325,19739.42325
-2.47174e+18,trip,0,161.74,46.6,25.7,19739.42325,19837.44054
-2.47174e+18,trip,0,20.42,25.7,24.8,19837.44054,19848.04196
-2.47174e+18,trip,0,38.95,24.8,21.5,19848.04196,19871.1893
-2.47174e+18,trip,0,76.54,21.5,9.7,19871.1893,19931.03751
